серийный номер;Год;название проекта;Наименование ПС;Принадлежность;Класс напряжения;Локация;ID проекта;тип ЭОБ;Фамилия присвоившего;дата;серийный номер трансформатора, в который входит ЭОБ;серийные номера чувствительных элементов, к которым подключен ЭОБ;;;технологический паспорт;"паспорта модернизации/
ремонта";файл мониторинга;паспорт монтажа;Комментарий;;Волокно
045-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ДНЕЭ;Крылов;18.09.2020;Т045-20;;;;;;;;ДНЕЭ-220 1.1;;
046-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ДНЕЭ;Крылов;18.09.2020;Т046-20;;;;;;;;ДНЕЭ-220 1.1;;
047-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;Модуль питания ВМ;Крылов;18.09.2020;Т042-20;;;;;;;;;;
048-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;Модуль питания ВМ;Крылов;18.09.2020;Т043-20;;;;;;;;;;
049-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;Модуль питания ВМ;Крылов;18.09.2020;Т044-20;;;;;;;;;;
050-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;Модуль питания ВМ;Крылов;18.09.2020;Т045-20;;;;;;;;;;
051-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;Модуль питания ВМ;Крылов;18.09.2020;Т046-20;;;;;;;;;;
052-20;2020;Казцинк_поставка;Казцинк-Энерго;Казцинк-Энерго;10;49.974036, 82.612898;253;ТТЭО-Г;Крылов;18.09.2020;Т052-20;;;;;;;;ТТЭО-Г-П;;
053-20;2020;Казцинк_поставка;Казцинк-Энерго;Казцинк-Энерго;10;49.974036, 82.612898;253;ТТЭО-Г;Крылов;18.09.2020;Т053-20;;;;;;;;ТТЭО-Г-П;;
054-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т054-20;;;;;;;;ТТЭО-Г-П;;
055-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т055-20;;;;;;;;ТТЭО-Г-П;;
056-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т056-20;;;;;;;;ТТЭО-Г-П;;
057-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т057-20;;;;;;;;ТТЭО-Г-П;;
058-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т058-20;;;;;;;;ТТЭО-Г-П;;
059-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т059-20;;;;;;;;ТТЭО-Г-П;;
060-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т060-20;;;;;;;;ТТЭО-Г-П;;
061-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т061-20;;;;;;;;ТТЭО-Г-П;;
062-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т062-20;;;;;;;;ТТЭО-Г-П;;
063-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т063-20;;;;;;;;ТТЭО-Г-П;;
064-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т064-20;;;;;;;;ТТЭО-Г-П;;
065-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т065-20;;;;;;;;ТТЭО-Г-П;;
066-20;2020;РУСАЛ_Братск_поставка;Братский алюминиевый завод;РУСАЛ;10;56.126435, 101.449577;217;ТТЭО-Г;Крылов;23.09.2020;Т066-20;;;;;;;;ТТЭО-Г-Э 1.1;;
067-20;2020;ЮниПро_Березовская ГРЭС_поставка;Березовская ГРЭС;Юнипро;24;55.579161, 89.070545;250;ТТЭО-Г;Крылов;24.09.2020;Т067-20;;;;;;;;ТТЭО-Г-Э 3.1;;
068-20;2020;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10/6 кВ №174 Лыткарино;Россети Московский регион;110;55.5744, 37.931600;88;ТТЭО;Крылов;25.09.2020;Т068-20;;;;;;;;ТТЭО-110 3.1 Лыткарино;;
069-20;2020;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10/6 кВ №174 Лыткарино;Россети Московский регион;110;55.5744, 37.931600;88;ТТЭО;Крылов;25.09.2020;Т069-20;;;;;;;;ТТЭО-110 3.1 Лыткарино;;
070-20;2020;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10/6 кВ №174 Лыткарино;Россети Московский регион;110;55.5744, 37.931600;88;ТТЭО;Крылов;25.09.2020;Т070-20;;;;;;;;ТТЭО-110 3.1 Лыткарино;;
071-20;2020;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Пятницкая;Россети Московкий регион;110;54.7607, 38.142500;88;ТТЭО;Крылов;25.09.2020;Т071-20;;;;;;;;ТТЭО-110 3.1 Пятницкая;;
072-20;2020;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Пятницкая;Россети Московкий регион;110;54.7607, 38.142500;88;ТТЭО;Крылов;25.09.2020;Т072-20;;;;;;;;ТТЭО-110 3.1 Пятницкая;;
073-20;2020;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Пятницкая;Россети Московкий регион;110;54.7607, 38.142500;88;ТТЭО;Крылов;25.09.2020;Т073-20;;;;;;;;ТТЭО-110 3.1 Пятницкая;;
074-20;2020;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Пятницкая;Россети Московкий регион;110;54.7607, 38.142500;88;ТТЭО;Крылов;25.09.2020;Т074-20;;;;;;;;ТТЭО-110 3.1 Пятницкая;;
075-20;2020;Склад;;;;;88;ТТЭО;Крылов;25.09.2020;Т075-20;;;;;;;;;;
076-20;2020;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10/6 кВ №174 Лыткарино;Россети Московский регион;110;55.5744, 37.931600;88;ТТЭО;Крылов;25.09.2020;Т076-20;;;;;;;;ТТЭО-110 3.1 Лыткарино;;
077-20;;ИЦЛС Россети;;;;;88;ДНЕЭ;Крылов;25.09.2020;Т077-20;;;;;;;;Переделан в Т088-21;;
078-20;;Склад;;;;;88;ДНЕЭ;Крылов;25.09.2020;Т078-20;;;;;;;;;;
079-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10/6 кВ №174 Лыткарино;Россети Московский регион;110;55.5744, 37.931600;88;ДНЕЭ;Крылов;25.09.2020;Т079-20;;;;;;;;ДНЕЭ-110 3.1 Лыткарино;;
080-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Пятницкая;Россети Московкий регион;110;54.7607, 38.142500;88;ДНЕЭ;Крылов;25.09.2020;Т080-20;;;;;;;;ДНЕЭ-110 3.1 Пятницкая;;
081-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Пятницкая;Россети Московкий регион;110;54.7607, 38.142500;88;ДНЕЭ;Крылов;25.09.2020;Т081-20;;;;;;;;ДНЕЭ-110 3.1 Пятницкая;;
082-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Ям;Россети Московкий регион;110;55.520000, 37.758000;88;ДНЕЭ;Крылов;25.09.2020;Т082-20;;;;;;;;ДНЕЭ-110 3.1 Ям;;
083-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Ям;Россети Московкий регион;110;55.520000, 37.758000;88;ДНЕЭ;Крылов;25.09.2020;Т083-20;;;;;;;;ДНЕЭ-110 3.1 Ям;;
084-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Ям;Россети Московкий регион;110;55.520000, 37.758000;88;Модуль питания ВМ;Крылов;25.09.2020;Т077-20;;;;;;;;ДНЕЭ-110 3.1;;
085-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Ям;Россети Московкий регион;110;55.520000, 37.758000;88;Модуль питания ВМ;Крылов;25.09.2020;Т078-20;;;;;;;;ДНЕЭ-110 3.1;;
086-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Ям;Россети Московкий регион;110;55.520000, 37.758000;88;Модуль питания ВМ;Крылов;25.09.2020;Т079-20;;;;;;;;ДНЕЭ-110 3.1;;
087-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Ям;Россети Московкий регион;110;55.520000, 37.758000;88;Модуль питания ВМ;Крылов;25.09.2020;Т080-20;;;;;;;;ДНЕЭ-110 3.1;;
088-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Ям;Россети Московкий регион;110;55.520000, 37.758000;88;Модуль питания ВМ;Крылов;25.09.2020;Т081-20;;;;;;;;ДНЕЭ-110 3.1;;
089-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Ям;Россети Московкий регион;110;55.520000, 37.758000;88;Модуль питания ВМ;Крылов;25.09.2020;Т082-20;;;;;;;;ДНЕЭ-110 3.1;;
090-20;;МОЭСК (Энергоучет)_ПС 245,174,721,764_поставка;ПС 110/10 кВ Ям;Россети Московкий регион;110;55.520000, 37.758000;88;Модуль питания ВМ;Крылов;25.09.2020;Т083-20;;;;;;;;ДНЕЭ-110 3.1;;
091-20;2020;Демонстрационный ЭОБ для ЭМС-испытаний;;;;;;ТТЭО;Крылов;24.12.2020;;;;;;;;;;;
001-21;2021;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ТТЭО;Крылов;06.10.2020;Т001-21;;;;;;;;ТТЭО-110 3.2;;
002-21;2021;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ТТЭО;Крылов;06.10.2020;Т001-21;;;;;;;;ЭОБ-Р ТТЭО-110;;
003-21;2021;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ТТЭО;Крылов;06.10.2020;Т003-21;;;;;;;;ТТЭО-110 3.2;;
004-21;2021;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ТТЭО;Крылов;06.10.2020;Т003-21;;;;;;;;ЭОБ-Р ТТЭО-110;;
005-21;2021;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ТТЭО;Крылов;06.10.2020;Т005-21;;;;;;;;ТТЭО-110 3.2;;
006-21;2021;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ТТЭО;Крылов;06.10.2020;Т005-21;;;;;;;;ЭОБ-Р ТТЭО-110;;
007-21;2021;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ТТЭО;Крылов;06.10.2020;Т007-21;;;;;;;;ТТЭО-110 3.2;;
008-21;2021;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ТТЭО;Крылов;06.10.2020;Т007-21;;;;;;;;ЭОБ-Р ТТЭО-110;;
009-21;;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ДНЕЭ;Крылов;06.10.2020;Т009-21;;;;;;;;ДНЕЭ-110 3.1;;
010-21;;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;ДНЕЭ;Крылов;06.10.2020;Т010-21;;;;;;;;ДНЕЭ-110 3.1;;
011-21;;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;Модуль питания ВМ;Крылов;06.10.2020;Т009-21;;;;;;;;ДНЕЭ-110 3.1;;
012-21;;Ленэнерго_ПС Мартышкино_поставка;ПС 110/10 кВ Мартышкино;Россети Ленэнерго;110;59.88543, 29.795292;227;Модуль питания ВМ;Крылов;06.10.2020;Т010-21;;;;;;;;ДНЕЭ-110 3.1;;
013-21;2021;Condis_MEPPI_Lab;MEPPI;Mitsubishi Electric;5;40.669472, -80.115719;;ТТЭО;Крылов;16.12.2020;T013-21;;;;;;;;ТТЭО-Ш-20 3.2;;
014-21;2021;Condis_MEPPI_Lab;MEPPI;Mitsubishi Electric;5;40.669472, -80.115719;;ТТЭО;Крылов;16.12.2020;T013-21;;;;;;;;ТТЭО-Ш-20 3.2;;
015-21;2021;Трансэнерго_ПС Владимир_поставка;ПС 110/35/6 кВ  Тяговая подстанция № 11 (Владимир);Трансэнерго;110;56.111779, 40.387906;;ТТНК;Крылов;25.12.2020;Т015-21;;;;;;;;ТТНК-145 3.1;;
016-21;2021;Трансэнерго_ПС Владимир_поставка;ПС 110/35/6 кВ  Тяговая подстанция № 11 (Владимир);Трансэнерго;110;56.111779, 40.387906;;Модуль питания ВМ;Крылов;25.12.2020;Т015-21;;;;;;;;ТТНК-145 3.1;;
017-21;2021;Трансэнерго_ПС Владимир_поставка;ПС 110/35/6 кВ  Тяговая подстанция № 11 (Владимир);Трансэнерго;110;56.111779, 40.387906;;ТТЭО;Крылов;25.12.2020;Т017-21;;;;;;;;ТТЭО-35 3.1;;
018-21;2021;Трансэнерго_ПС Владимир_поставка;ПС 110/35/6 кВ  Тяговая подстанция № 11 (Владимир);Трансэнерго;110;56.111779, 40.387906;;ТТЭО;Крылов;25.12.2020;Т018-21;;;;;;;;ТТЭО-Ш-20 3.1;;
019-21;;Electrosul CGT (Brazil pilot project);138 kV Palhoça Substation;Eletrosul;138;-27.641318, -48.691138;;ТТНК;Крылов;05.02.2021;Т019-21;;;;;;;;ТТНК-145 3.2;;
020-21;;Electrosul CGT (Brazil pilot project);138 kV Palhoça Substation;Eletrosul;138;-27.641318, -48.691138;;ТТНК;Крылов;05.02.2021;Т019-21;;;;;;;;ЭОБ-Р ТТНК-145 3.2;;
021-21;;Electrosul CGT (Brazil pilot project);138 kV Palhoça Substation;Eletrosul;138;-27.641318, -48.691138;;Модуль питания ВМ;Крылов;05.02.2021;Т019-21;;;;;;;;ТТНК-145 3.2;;
022-21;;Electrosul CGT (Brazil pilot project);138 kV Palhoça Substation;Eletrosul;138;-27.641318, -48.691138;;Модуль питания ВМ;Крылов;05.02.2021;Т019-21;;;;;;;;ТТНК-145 3.2;;
023-21;;Аттестация_РОССЕТИ;;;;;;ДНЕЭ;Крылов;17.02.2021;Т023-21;;;;;;;;ДНЕЭ-110/220/330;;
024-21;;Аттестация_РОССЕТИ;;;;;;ДНЕЭ;Крылов;17.02.2021;Т024-21;;;;;;;;ДНЕЭ-110/220/500;;
025-21;;Аттестация_РОССЕТИ;;;;;;ДНЕЭ;Крылов;17.02.2021;Т025-21;;;;;;;;ДНЕЭ-110/220 (виртуальный ЭОБ для дополнительных колонн ДНЕЭ, создан в рамках прохождения испытаний);;
026-21;;Аттестация_РОССЕТИ;;;;;;Модуль питания ВМ;Крылов;17.02.2021;Т023-21;;;;;;;;ДНЕЭ-110/220/330;;
027-21;;Аттестация_РОССЕТИ;;;;;;Модуль питания ВМ;Крылов;17.02.2021;Т024-21;;;;;;;;ДНЕЭ-110/220/500;;
028-21;;Аттестация_РОССЕТИ;;;;;;Модуль питания ВМ;Крылов;17.02.2021;Т025-21;;;;;;;;ДНЕЭ-110/220;;
029-21;2021;РУСАЛ_Тайшет_поставка;Тайшетский алюминиевый завод;РуСАЛ;10;55.941850, 97.989726;;ТТЭО-Г;Крылов;03.03.2021;Т029-21;;;;;;;;ТТЭО-Г-П 1.1 в кейсе;;
030-21;2021;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ТТЭО;Крылов;09.03.2021;Т030-21;;;;;;;;ТТЭО-110 3.2;1 поставка;
031-21;2021;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ТТЭО;Крылов;09.03.2021;Т030-21;;;;;;;;ЭОБ-Р ТТЭО-110 3.2;1 поставка;
032-21;2021;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ТТЭО;Крылов;09.03.2021;Т032-21;;;;;;;;ТТЭО-110 3.2;2 поставка;
033-21;2021;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ТТЭО;Крылов;09.03.2021;Т032-21;;;;;;;;ЭОБ-Р ТТЭО-110 3.2;2 поставка;
034-21;2021;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ТТЭО;Крылов;09.03.2021;Т034-21;;;;;;;;ТТЭО-110 3.2;1 поставка;
035-21;2021;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ТТЭО;Крылов;09.03.2021;Т034-21;;;;;;;;ЭОБ-Р ТТЭО-110 3.2;1 поставка;
036-21;2021;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ТТЭО;Крылов;09.03.2021;Т036-21;;;;;;;;ТТЭО-110 3.1;1 поставка;
037-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ДНЕЭ;Крылов;09.03.2021;Т037-21;;;;;;;;ДНЕЭ-110 3.2;1 поставка;
038-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ДНЕЭ;Крылов;09.03.2021;Т037-21;;;;;;;;ЭОБ-Р ДНЕЭ-110 3.2;1 поставка;
039-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ДНЕЭ;Крылов;09.03.2021;Т039-21;;;;;;;;ДНЕЭ-110 3.2;2 поставка;
040-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ДНЕЭ;Крылов;09.03.2021;Т039-21;;;;;;;;ЭОБ-Р ДНЕЭ-110 3.2;2 поставка;
041-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;Модуль питания ВМ;Крылов;09.03.2021;Т037-21;;;;;;;;Для ЭОБ 037-21 (ДНЕЭ-110 3.2);1 поставка;
042-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;Модуль питания ВМ;Крылов;09.03.2021;Т037-21;;;;;;;;Для ЭОБ 038-21 (ДНЕЭ-110 3.2);1 поставка;
043-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;Модуль питания ВМ;Крылов;09.03.2021;Т039-21;;;;;;;;Для ЭОБ 039-21 (ДНЕЭ-110 3.2);2 поставка;
044-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;Модуль питания ВМ;Крылов;09.03.2021;Т039-21;;;;;;;;Для ЭОБ 040-21 (ДНЕЭ-110 3.2);2 поставка;
045-21;2021;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ТТЭО;Крылов;09.03.2021;-;;;;;;;;ЭОБ ЗИП ТТЭО;2 поставка;
046-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ДНЕЭ;Крылов;09.03.2021;-;;;;;;;;ЭОБ ЗИП ДНЕЭ;2 поставка;
047-21;;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;Модуль питания ВМ;Крылов;09.03.2021;-;;;;;;;;Блок питания ВМ ЗИП;2 поставка;
048-21;2021;РОССЕТИ_ПС Бенжереп-2_поставка;ПС 110/10 кВ Бенжереп-2;Россети Сибирь;110;53.270883, 86.929866;;ТТЭО;Крылов;09.03.2021;Т048-21;;;;;;;;ТТЭО-110 3.1;2 поставка;
049-21;2021;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ТТЭО;Крылов;22.03.2021;Т049-21;;;;;;;;ТТЭО-220 3.2;;
050-21;2021;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ТТЭО;Крылов;22.03.2021;Т049-21;;;;;;;;ЭОБ-Р ТТЭО-220 3.2;;
051-21;2021;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ТТЭО;Крылов;22.03.2021;Т051-21;;;;;;;;ТТЭО-220 3.2;;
052-21;2021;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ТТЭО;Крылов;22.03.2021;Т051-21;;;;;;;;ЭОБ-Р ТТЭО-220 3.2;;
053-21;2021;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ТТЭО;Крылов;22.03.2021;Т053-21;;;;;;;;ТТЭО-220 3.2;;
054-21;2021;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ТТЭО;Крылов;22.03.2021;Т053-21;;;;;;;;ЭОБ-Р ТТЭО-220 3.2;;
055-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ДНЕЭ;Крылов;22.03.2021;Т055-21;;;;;;;;ДНЕЭ-220 3.2;;
056-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ДНЕЭ;Крылов;22.03.2021;Т056-21;;;;;;;;ДНЕЭ-220 3.2;;
057-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ДНЕЭ;Крылов;22.03.2021;Т057-21;;;;;;;;ДНЕЭ-220 3.2;;
058-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ДНЕЭ;Крылов;22.03.2021;Т058-21;;;;;;;;ДНЕЭ-220 3.2;;
059-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;ДНЕЭ;Крылов;22.03.2021;Т059-21;;;;;;;;ДНЕЭ-220 3.2;;
060-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;Модуль питания ВМ;Крылов;22.03.2021;Т055-21;;;;;;;;Для ЭОБ 055-21;;
061-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;Модуль питания ВМ;Крылов;22.03.2021;Т056-21;;;;;;;;Для ЭОБ 056-21;;
062-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;Модуль питания ВМ;Крылов;22.03.2021;Т057-21;;;;;;;;Для ЭОБ 057-21;;
063-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;Модуль питания ВМ;Крылов;22.03.2021;Т058-21;;;;;;;;Для ЭОБ 058-21;;
064-21;;ФСК ЕЭС_ПС Сомкинская_поставка;ПС 500/220/35/10 кВ Сомкино;Россети ФКС ЕЭС;220;61.351192, 72.965366;;Модуль питания ВМ;Крылов;22.03.2021;Т059-21;;;;;;;;Для ЭОБ 059-21;;
065-21;2021;Могилевэнерго;ПС 330 кВ Могилев;Могилевэнерго;330;53.856667, 30.509444;;ТТЭО-Г;Крылов;13.04.2021;Т065-21;;;;;;;;ТТЭО-Г 3.1;;
066-21;2021;РУСАЛ_Кандалакша_поставка 2021;Кандалакшский алюминиевый завод;РУСАЛ;10;67.193392, 32.429756;;ТТЭО-Г;Крылов;09.06.2021;Т066-21;;;;;;;;ТТЭО-Г-П с Ир клемм. в кейсе с подводом воздуха;;
067-21;2021;МРСК_Центра_Доброград;ПС 110/10/10 кВ Доброград;Россети Центр и Приволжье;110;56.228066, 41.302431;;ТТЭО-Г;Крылов;02.07.2021;Т067-21;;;;;;;;ТТЭО-Г 3.1 КРУЭ;;
